ND,NS,height,inc,percentage_of_access,min_duration,max_duration,avg_duration,min_waiting_time,max_waiting_time,avg_waiting_time,frequency,fluence,avg_fluence,fluence_rep
20,251,1436.54,101.582,314.398,10000,50000,31187.141,40000,140000,63051.265,17420,223910.752,12853.659,2.591
17,252,616.293,97.824,44.288,10000,10000,10000.0,40000,22040000,204479.874,7653,45685.278,5969.59,0.449
19,252,1154.096,100.165,182.569,0,20000,10005.391,10000,270000,42058.357,31531,581608.97,18445.624,6.395
16,253,321.828,96.724,3.906,10000,20000,10119.94,290000,39260000,2447792.792,667,535.744,803.215,0.004
17,253,597.869,97.752,44.299,10000,10000,10000.0,40000,23880000,204448.654,7655,45659.394,5964.649,0.449
18,253,868.546,98.866,86.342,0,10000,9999.329,10000,12000000,100026.139,14921,182882.657,12256.729,1.905
19,253,1134.254,100.07,182.685,10000,20000,12882.794,20000,140000,54109.292,24504,454776.582,18559.279,5.0
20,253,1395.339,101.367,295.04,0,40000,18141.479,10000,60000,40272.934,28103,950437.451,33819.786,11.0
17,254,579.566,97.68,44.224,10000,10000,10000.0,50000,22530000,204816.123,7642,45668.164,5975.944,0.449
19,254,1114.543,99.977,158.414,10000,40000,22939.746,50000,150000,114624.539,11933,120095.526,10064.152,1.32
19,255,1094.96,99.885,158.489,0,10000,9999.634,10000,340000,49940.117,27388,485433.391,17724.309,5.337
17,256,543.318,97.54,36.626,10000,10000,10000.0,30000,26530000,249402.654,6329,31278.254,4942.053,0.307
19,256,1075.504,99.794,158.067,10000,30000,10750.58,10000,190000,53863.26,25407,480857.869,18926.196,5.287
17,257,525.37,97.472,36.597,10000,10000,10000.0,10000,26780000,249588.802,6324,31272.632,4945.071,0.307
18,257,793.232,98.545,76.163,0,10000,9999.24,40000,18330000,114645.543,13162,145524.428,11056.407,1.515
19,257,1056.175,99.705,136.782,10000,10000,10000.0,20000,1320000,59450.814,23636,404044.936,17094.471,4.442
20,257,1314.544,100.953,256.313,10000,20000,11806.84,10000,120000,31954.041,37513,864335.47,23040.958,10.003
17,258,507.538,97.404,29.907,10000,10000,10000.0,20000,27090000,307582.736,5168,20402.423,3947.837,0.2
19,258,1036.971,99.616,136.666,0,20000,10712.147,40000,1060000,63751.871,22046,397254.084,18019.327,4.367
17,259,489.822,97.337,29.884,10000,20000,10765.061,100000,26980000,331503.336,4797,19843.691,4136.687,0.195
18,259,756.302,98.391,68.767,0,10000,9999.158,40000,15870000,128132.626,11884,112927.884,9502.514,1.176
19,259,1017.891,99.529,121.238,10000,70000,46145.374,130000,3950000,315443.93,4540,14659.899,3229.052,0.161
20,259,1274.928,100.754,233.599,10000,70000,16457.11,10000,150000,50471.317,24528,609654.853,24855.465,7.056
17,260,472.218,97.271,23.483,10000,10000,10000.0,60000,32600000,394535.37,4058,12138.347,2991.214,0.119
19,260,998.933,99.443,120.954,10000,10000,10000.0,30000,7580000,68540.191,20901,335039.397,16029.826,3.683
17,261,454.728,97.206,23.524,10000,10000,10000.0,20000,29770000,393666.338,4065,12304.886,3027.032,0.121
19,261,980.096,99.358,121.035,10000,10000,10000.0,10000,4360000,68488.572,20915,334964.233,16015.502,3.683
20,261,1235.818,100.561,233.165,10000,30000,15939.156,20000,90000,49004.628,25278,440561.909,17428.669,5.099
17,262,437.348,97.141,23.512,0,10000,9997.539,60000,29950000,393817.376,4064,12313.272,3029.84,0.121
19,262,961.379,99.274,107.881,10000,10000,10000.0,20000,7230000,78061.262,18642,276304.299,14821.601,3.038
17,263,420.079,97.078,17.471,10000,10000,10000.0,80000,34540000,533038.436,3019,6496.32,2151.812,0.063
18,263,683.851,98.094,60.162,10000,10000,10000.0,20000,18000000,147916.305,10396,85827.096,8255.78,0.894
19,263,942.781,99.191,108.13,10000,10000,10000.0,40000,8080000,77848.961,18685,276410.256,14793.163,3.039
20,263,1197.205,100.372,207.048,10000,10000,10000.0,10000,180000,35882.829,35778,694338.296,19406.85,8.036
17,264,402.919,97.015,17.627,10000,140000,89325.513,10000,32590000,4732852.941,341,268.07,786.13,0.002
19,264,924.3,99.11,96.672,10000,340000,216948.051,10000,10360000,1915214.564,770,656.152,852.145,0.007
17,265,385.867,96.953,17.482,10000,10000,10000.0,40000,31360000,533281.456,3021,6505.032,2153.271,0.063
18,265,648.31,97.951,51.95,10000,50000,29403.865,270000,20080000,508289.646,3053,9565.47,3133.137,0.099
19,265,905.935,99.029,96.724,10000,10000,10000.0,40000,9650000,88218.751,16714,226358.349,13543.038,2.488
17,266,368.922,96.892,11.267,10000,10000,10000.0,60000,34290000,832266.187,1947,2667.005,1369.802,0.026
17,267,352.083,96.832,11.244,10000,10000,10000.0,100000,34610000,834170.957,1943,2675.449,1376.968,0.026
19,267,869.55,98.871,86.278,10000,10000,10000.0,10000,11650000,100105.983,14909,182935.587,12270.144,2.011
20,267,1121.427,100.009,158.333,10000,490000,276363.636,10000,2030000,1381162.79,990,767.451,775.203,0.008
17,268,335.348,96.772,11.192,10000,10000,10000.0,60000,37940000,836864.976,1934,2668.66,1379.865,0.026
19,268,851.528,98.793,86.307,10000,10000,10000.0,30000,11660000,100076.443,14914,182746.328,12253.341,2.009
17,269,318.718,96.713,3.906,10000,10000,10000.0,130000,40220000,2417477.744,675,537.868,796.842,0.005
18,269,578.553,97.676,44.207,10000,10000,10000.0,50000,22270000,204914.899,7639,45640.641,5974.688,0.475
19,269,833.617,98.716,86.331,10000,50000,29961.839,200000,11260000,299797.107,4979,23993.578,4818.955,0.263
20,269,1084.244,99.835,158.2,0,20000,10013.919,20000,350000,50121.254,27299,485319.92,17777.937,5.617
17,270,302.19,96.655,3.842,10000,10000,10000.0,60000,39580000,2460120.663,664,535.74,806.837,0.005
19,270,815.817,98.641,77.262,10000,20000,10102.148,50000,15970000,114114.264,13216,145174.005,10984.715,1.596
18,271,544.318,97.544,36.718,10000,10000,10000.0,30000,24720000,248685.372,6345,31287.769,4931.09,0.325
19,271,798.126,98.566,77.204,10000,10000,10000.0,20000,13700000,113046.476,13341,145268.655,10888.888,1.597
20,271,1047.518,99.665,136.788,10000,10000,10000.0,10000,1120000,59452.53,23637,403855.471,17085.733,4.674
19,272,780.544,98.492,77.146,0,10000,9999.249,10000,13740000,113133.298,13332,145303.182,10898.828,1.597
19,273,763.069,98.419,68.755,10000,10000,10000.0,30000,17020000,128173.4,11881,112946.733,9506.5,1.241
20,273,1011.242,99.499,121.278,10000,30000,15282.578,30000,3870000,104427.508,13713,203987.13,14875.456,2.36
19,274,745.701,98.347,68.831,10000,30000,16016.698,110000,16070000,205068.013,7426,63256.375,8518.229,0.695
18,275,477.097,97.289,29.826,10000,20000,12149.929,120000,27290000,374902.145,4242,17586.047,4145.697,0.183
19,275,728.438,98.276,68.726,0,20000,11182.674,70000,16020000,143407.1,10620,107413.503,10114.265,1.181
19,276,711.279,98.206,60.202,10000,10000,10000.0,20000,22270000,147805.229,10403,85969.992,8263.961,0.945
18,277,444.094,97.166,21.903,10000,10000,10000.0,10000,30860000,423562.367,3785,11598.896,3064.437,0.12
19,277,694.224,98.136,60.214,10000,10000,10000.0,10000,18130000,147751.826,10405,85972.062,8262.572,0.945
20,277,940.001,99.179,107.777,0,20000,10183.17,40000,7220000,79579.505,18289,275646.354,15071.701,3.19
19,278,677.27,98.068,60.052,10000,10000,10000.0,20000,17910000,148195.836,10377,85952.358,8282.967,0.945
19,279,660.419,98.0,52.065,10000,20000,10982.666,80000,19870000,189404.224,8192,61673.388,7528.489,0.678
20,279,905.02,99.025,96.689,10000,10000,10000.0,40000,9330000,88243.849,16708,226192.381,13537.968,2.617
19,280,643.667,97.933,52.083,10000,20000,12927.319,100000,20340000,222886.079,6962,51483.984,7394.999,0.566
18,281,379.265,96.929,17.528,10000,10000,10000.0,60000,33050000,531489.431,3029,6491.988,2143.277,0.067
19,281,627.015,97.867,51.921,10000,10000,10000.0,30000,19690000,172980.715,8972,63613.263,7090.198,0.699
20,281,870.455,98.875,86.296,10000,10000,10000.0,10000,11690000,100092.549,14912,182909.381,12265.918,2.117
19,282,610.462,97.801,44.375,10000,10000,10000.0,10000,22330000,204094.169,7668,45639.871,5951.991,0.501
18,283,347.424,96.815,11.273,10000,10000,10000.0,90000,34530000,831694.915,1948,2675.868,1373.649,0.027
19,283,594.006,97.737,44.461,10000,10000,10000.0,20000,23240000,203547.253,7683,45578.895,5932.434,0.501
20,283,836.297,98.728,86.14,10000,30000,18367.472,120000,11310000,184213.254,8104,77309.548,9539.677,0.894
19,284,577.646,97.673,44.299,10000,10000,10000.0,60000,23390000,204387.248,7655,45606.407,5957.727,0.501
19,286,545.214,97.548,36.493,10000,10000,10000.0,30000,24210000,250350.515,6306,31230.775,4952.549,0.343
19,287,529.139,97.486,36.765,10000,10000,10000.0,60000,25220000,248414.672,6353,31198.499,4910.829,0.343
20,287,769.173,98.444,68.773,0,10000,9999.158,20000,18570000,127982.16,11885,112971.422,9505.378,1.307
19,288,513.157,97.425,29.907,10000,10000,10000.0,70000,26880000,307702.728,5168,20425.121,3952.229,0.224
19,289,497.267,97.365,29.791,0,10000,9998.057,50000,28210000,308597.513,5149,20401.179,3962.163,0.224
20,289,736.193,98.308,68.871,10000,50000,32560.875,250000,16120000,416631.089,3655,12393.965,3390.961,0.143
19,290,481.469,97.306,29.913,10000,70000,41990.251,530000,26970000,1292317.073,1231,1860.345,1511.247,0.02
19,291,465.762,97.247,23.593,10000,10000,10000.0,40000,29630000,392688.91,4077,12346.749,3028.39,0.135
20,291,703.591,98.174,60.086,10000,10000,10000.0,40000,22180000,147992.679,10383,85740.436,8257.771,0.992
19,292,450.144,97.189,23.472,10000,10000,10000.0,40000,29220000,394690.505,4056,12315.124,3036.273,0.135
19,293,434.614,97.131,23.478,10000,10000,10000.0,40000,29260000,394598.126,4057,12307.174,3033.565,0.135
20,293,671.361,98.044,52.042,10000,10000,10000.0,30000,20400000,172545.596,8993,63651.754,7077.922,0.736
19,294,419.174,97.075,17.54,10000,10000,10000.0,40000,35880000,531455.445,3031,6455.002,2129.66,0.07
19,295,403.82,97.018,17.609,10000,50000,31797.283,520000,31990000,1683859.832,957,1235.592,1291.11,0.013
19,296,388.553,96.963,17.604,10000,10000,10000.0,50000,32040000,529506.741,3042,6504.622,2138.271,0.071
19,297,373.371,96.908,11.226,10000,10000,10000.0,70000,34720000,835373.904,1940,2688.936,1386.049,0.029
20,297,607.987,97.792,44.565,10000,10000,10000.0,10000,35800000,201892.207,7701,45400.646,5895.422,0.525
19,298,358.275,96.854,11.25,10000,10000,10000.0,60000,34990000,833499.742,1944,2671.846,1374.406,0.029
19,299,343.262,96.8,11.197,10000,10000,10000.0,30000,34380000,837311.271,1935,2669.803,1379.743,0.029
20,299,576.831,97.67,44.131,10000,10000,10000.0,60000,22680000,205270.819,7626,45572.168,5975.894,0.527
19,300,328.333,96.747,11.255,10000,20000,10847.741,180000,34240000,903967.633,1793,2518.857,1404.828,0.027
19,301,313.487,96.695,3.842,10000,10000,10000.0,60000,40060000,2459969.834,664,535.587,806.607,0.005
20,301,546.02,97.551,36.55,10000,10000,10000.0,30000,24610000,249920.823,6316,31241.378,4946.386,0.361
20,303,515.548,97.434,29.866,10000,10000,10000.0,40000,27410000,307825.581,5161,20385.812,3949.973,0.235
20,307,455.6,97.209,23.153,10000,10000,10000.0,20000,30400000,400310.0,4001,12367.345,3091.063,0.143
20,309,426.111,97.1,23.553,10000,10000,10000.0,60000,29460000,393398.869,4070,12285.581,3018.57,0.142
20,311,396.939,96.993,17.528,10000,20000,10488.227,130000,31820000,557793.557,2888,6361.424,2202.709,0.073
20,313,368.078,96.889,11.168,10000,10000,10000.0,60000,34450000,839626.749,1930,2658.517,1377.47,0.03
20,317,311.267,96.687,3.923,10000,10000,10000.0,50000,40230000,2407784.342,678,541.558,798.758,0.006
